mode,context_id,method,energy_kwh_mean,energy_kwh_ci95,comfort_violation_rate_mean,comfort_violation_rate_ci95,mean_temperature_deviation_mean,mean_temperature_deviation_ci95,action_instability_mean,action_instability_ci95,cumulative_reward_mean,cumulative_reward_ci95,deployment_score_mean,deployment_score_ci95,deployment_score_joint_mean,deployment_score_joint_ci95
dummy,s1_small_office_mild_tmy,ashrae,27.547582027730524,0.0,0.8125,0.0,0.7252480029870931,0.0,0.25,0.0,-50.121582034501614,0.0,34.54758202773053,0.0,34.54758202773053,0.0
dummy,s1_small_office_mild_tmy,edge_cloud_adaptive,26.93563881613032,0.0,0.90625,0.0,0.3795542943912708,0.0,0.0224926769733428,0.0,-27.55973978213432,0.0,34.23062417007701,0.0,34.23062417007701,0.0
dummy,s1_small_office_mild_tmy,static,17.885704713884795,13.331584354507088,0.859375,0.09187499999999997,0.7697968955343096,0.05713238777594936,0.0,0.0,-39.56292239030037,28.482975379742367,24.7607047138848,14.066584354507086,24.7607047138848,14.066584354507086
dummy,s2_small_office_mild_amy,ashrae,33.15950575959897,0.0,0.84375,0.0,1.0125662363275043,0.0,0.09375,0.0,-68.93337981611216,0.0,40.09700575959897,0.0,40.09700575959897,0.0
dummy,s2_small_office_mild_amy,edge_cloud_adaptive,33.251247001957914,0.0,0.90625,0.0,0.5614675230939622,0.0,0.0252994298934936,0.0,-39.96455020607811,0.0,40.5518458617449,0.0,40.5518458617449,0.0
dummy,s2_small_office_mild_amy,static,22.69282286059317,15.751898482051374,0.859375,0.09187499999999997,1.0551959084668108,0.007759278843887358,0.0,0.0,-53.30920129789126,34.608726122858755,29.567822860593175,16.486898482051377,29.567822860593175,16.486898482051377
dummy,s3_medium_office_hot_humid,ashrae,6.129519926731636,0.0,0.40625,0.0,0.4522187726707687,0.0,0.0625,0.0,-29.777543842136993,0.0,9.504519926731636,0.0,9.504519926731636,0.0
dummy,s3_medium_office_hot_humid,edge_cloud_adaptive,11.346806430763296,0.0,0.40625,0.0,0.1901409456672946,0.0,0.0188560783863067,0.0,-13.560807019816544,0.0,14.63451858753591,0.0,14.63451858753591,0.0
dummy,s3_medium_office_hot_humid,static,6.947591922989642,7.765504169059699,0.203125,0.39812499999999995,0.1049137425051389,0.20563093531007223,0.0,0.0,-7.548190551087647,14.092240360131788,8.572591922989641,10.950504169059698,8.572591922989641,10.950504169059698
dummy,s4_school_cold_occupancy_shift,ashrae,67.49607742973038,0.0,0.96875,0.0,2.6286411289698934,0.0,0.015625,0.0,-176.35756154564075,0.0,75.27732742973038,0.0,75.27732742973038,0.0
dummy,s4_school_cold_occupancy_shift,edge_cloud_adaptive,73.59883731655826,0.0,0.96875,0.0,1.5777181905363893,0.0,0.0376713573932647,0.0,-109.86609884414516,0.0,81.42418003134479,0.0,81.42418003134479,0.0
dummy,s4_school_cold_occupancy_shift,static,49.506760980291105,35.259060240900965,0.953125,0.030624999999999996,2.6003148245765075,0.055519556611036365,0.0,0.0,-131.20914376760143,88.44189884495707,57.131760980291105,35.50406024090097,57.131760980291105,35.50406024090097
